t [min]	h [mm]	Q [m3/s]
412170	162	5.48816
412185	161	5.46724
412200	163	5.50916
412215	161	5.46724
412230	164	5.53024
412245	164	5.53024
412260	163	5.50916
412275	163	5.50916
412290	161	5.46724
412305	162	5.48816
412320	162	5.48816
412335	163	5.50916
412350	161	5.46724
412365	161	5.46724
412380	161	5.46724
412395	161	5.46724
412410	161	5.46724
412425	160	5.4464
412440	163	5.50916
412455	162	5.48816
412470	160	5.4464
412485	162	5.48816
412500	163	5.50916
412515	161	5.46724
412530	164	5.53024
412545	162	5.48816
412560	162	5.48816
412575	161	5.46724
412590	164	5.53024
412605	162	5.48816
412620	163	5.50916
412635	162	5.48816
412650	163	5.50916
412665	163	5.50916
412680	162	5.48816
412695	163	5.50916
412710	164	5.53024
412725	165	5.5514
412740	165	5.5514
412755	163	5.50916
412770	163	5.50916
412785	165	5.5514
412800	164	5.53024
412815	164	5.53024
412830	164	5.53024
412845	165	5.5514
412860	163	5.50916
412875	163	5.50916
412890	164	5.53024
412905	165	5.5514
412920	162	5.48816
412935	163	5.50916
412950	163	5.50916
412965	163	5.50916
412980	162	5.48816
412995	165	5.5514
413010	165	5.5514
413025	164	5.53024
413040	162	5.48816
413055	164	5.53024
413070	164	5.53024
413085	165	5.5514
413100	165	5.5514
413115	162	5.48816
413130	164	5.53024
413145	165	5.5514
413160	166	5.57264
413175	166	5.57264
413190	164	5.53024
413205	162	5.48816
413220	168	5.61536
413235	186	6.01424
413250	173	5.72356
413265	173	5.72356
413280	170	5.6584
413295	165	5.5514
413310	168	5.61536
413325	163	5.50916
413340	166	5.57264
413355	167	5.59396
413370	168	5.61536
413385	165	5.5514
413400	162	5.48816
413415	162	5.48816
413430	161	5.46724
413445	163	5.50916
413460	164	5.53024
413475	161	5.46724
413490	164	5.53024
413505	164	5.53024
413520	163	5.50916
413535	162	5.48816
413550	163	5.50916
413565	164	5.53024
413580	162	5.48816
413595	163	5.50916
413610	161	5.46724
413625	164	5.53024
413640	163	5.50916
413655	161	5.46724
413670	163	5.50916
413685	162	5.48816
413700	166	5.57264
413715	162	5.48816
413730	163	5.50916
413745	161	5.46724
413760	162	5.48816
413775	161	5.46724
413790	162	5.48816
413805	162	5.48816
413820	163	5.50916
413835	162	5.48816
413850	161	5.46724
413865	165	5.5514
413880	162	5.48816
413895	161	5.46724
413910	161	5.46724
413925	160	5.4464
413940	161	5.46724
413955	161	5.46724
413970	162	5.48816
413985	159	5.42564
414000	160	5.4464
414015	161	5.46724
414030	161	5.46724
414045	161	5.46724
414060	162	5.48816
414075	160	5.4464
414090	162	5.48816
414105	160	5.4464
414120	162	5.48816
414135	162	5.48816
414150	161	5.46724
414165	162	5.48816
414180	161	5.46724
414195	162	5.48816
414210	163	5.50916
414225	163	5.50916
414240	161	5.46724
414255	162	5.48816
414270	161	5.46724
414285	164	5.53024
414300	162	5.48816
414315	161	5.46724
414330	162	5.48816
414345	162	5.48816
414360	162	5.48816
414375	161	5.46724
414390	164	5.53024
414405	162	5.48816
414420	162	5.48816
414435	161	5.46724
414450	161	5.46724
414465	161	5.46724
414480	161	5.46724
414495	162	5.48816
414510	160	5.4464
414525	164	5.53024
414540	161	5.46724
414555	162	5.48816
414570	166	5.57264
414585	165	5.5514
414600	163	5.50916
414615	162	5.48816
414630	162	5.48816
414645	165	5.5514
414660	174	5.74544
414675	165	5.5514
414690	163	5.50916
414705	168	5.61536
414720	168	5.61536
414735	166	5.57264
414750	165	5.5514
414765	163	5.50916
414780	163	5.50916
414795	165	5.5514
414810	165	5.5514
414825	165	5.5514
414840	167	5.59396
414855	165	5.5514
414870	167	5.59396
414885	165	5.5514
414900	163	5.50916
414915	162	5.48816
414930	160	5.4464
414945	160	5.4464
414960	162	5.48816
414975	161	5.46724
414990	161	5.46724
415005	160	5.4464
415020	162	5.48816
415035	163	5.50916
415050	161	5.46724
415065	160	5.4464
415080	161	5.46724
415095	163	5.50916
415110	162	5.48816
415125	163	5.50916
415140	160	5.4464
415155	162	5.48816
415170	161	5.46724
415185	160	5.4464
415200	160	5.4464
415215	159	5.42564
415230	162	5.48816
415245	161	5.46724
415260	162	5.48816
415275	163	5.50916
415290	163	5.50916
415305	163	5.50916
415320	164	5.53024
415335	162	5.48816
415350	164	5.53024
415365	162	5.48816
415380	162	5.48816
415395	160	5.4464
415410	160	5.4464
415425	159	5.42564
415440	159	5.42564
415455	161	5.46724
415470	160	5.4464
415485	161	5.46724
415500	162	5.48816
415515	161	5.46724
415530	160	5.4464
415545	161	5.46724
415560	164	5.53024
415575	160	5.4464
415590	160	5.4464
415605	160	5.4464
415620	162	5.48816
415635	162	5.48816
415650	161	5.46724
415665	162	5.48816
415680	162	5.48816
415695	161	5.46724
415710	161	5.46724
415725	160	5.4464
415740	161	5.46724
415755	159	5.42564
415770	160	5.4464
415785	160	5.4464
415800	161	5.46724
415815	162	5.48816
415830	162	5.48816
415845	163	5.50916
415860	163	5.50916
415875	161	5.46724
415890	160	5.4464
415905	160	5.4464
415920	160	5.4464
415935	161	5.46724
415950	158	5.40496
415965	161	5.46724
415980	160	5.4464
415995	161	5.46724
416010	163	5.50916
416025	161	5.46724
416040	159	5.42564
416055	161	5.46724
416070	164	5.53024
416085	162	5.48816
416100	162	5.48816
416115	161	5.46724
416130	161	5.46724
416145	173	5.72356
416160	172	5.70176
416175	172	5.70176
416190	168	5.61536
416205	167	5.59396
416220	168	5.61536
416235	168	5.61536
416250	166	5.57264
416265	164	5.53024
416280	161	5.46724
416295	163	5.50916
416310	163	5.50916
416325	163	5.50916
416340	165	5.5514
416355	167	5.59396
416370	163	5.50916
416385	163	5.50916
416400	165	5.5514
416415	163	5.50916
416430	161	5.46724
416445	162	5.48816
416460	162	5.48816
416475	160	5.4464
416490	163	5.50916
416505	163	5.50916
416520	163	5.50916
416535	164	5.53024
416550	161	5.46724
416565	161	5.46724
416580	161	5.46724
416595	162	5.48816
416610	162	5.48816
416625	161	5.46724
416640	163	5.50916
416655	161	5.46724
416670	161	5.46724
416685	161	5.46724
416700	160	5.4464
416715	162	5.48816
416730	159	5.42564
416745	164	5.53024
416760	162	5.48816
416775	162	5.48816
416790	161	5.46724
416805	161	5.46724
416820	163	5.50916
416835	160	5.4464
416850	161	5.46724
416865	162	5.48816
416880	162	5.48816
416895	161	5.46724
416910	161	5.46724
416925	164	5.53024
416940	162	5.48816
416955	160	5.4464
416970	162	5.48816
416985	161	5.46724
417000	160	5.4464
417015	162	5.48816
417030	160	5.4464
417045	160	5.4464
417060	163	5.50916
417075	161	5.46724
417090	161	5.46724
417105	161	5.46724
417120	161	5.46724
417135	165	5.5514
417150	162	5.48816
417165	162	5.48816
417180	162	5.48816
417195	161	5.46724
417210	162	5.48816
417225	162	5.48816
417240	162	5.48816
417255	162	5.48816
417270	161	5.46724
417285	163	5.50916
417300	167	5.59396
417315	160	5.4464
417330	161	5.46724
417345	161	5.46724
417360	159	5.42564
417375	161	5.46724
417390	162	5.48816
417405	161	5.46724
417420	159	5.42564
417435	161	5.46724
417450	161	5.46724
417465	163	5.50916
417480	163	5.50916
417495	160	5.4464
417510	163	5.50916
417525	163	5.50916
417540	162	5.48816
417555	161	5.46724
417570	174	5.74544
417585	174	5.74544
417600	169	5.63684
417615	167	5.59396
417630	166	5.57264
417645	165	5.5514
417660	169	5.63684
417675	166	5.57264
417690	163	5.50916
417705	163	5.50916
417720	163	5.50916
417735	165	5.5514
417750	166	5.57264
417765	167	5.59396
417780	163	5.50916
417795	165	5.5514
417810	164	5.53024
417825	164	5.53024
417840	164	5.53024
417855	161	5.46724
417870	161	5.46724
417885	161	5.46724
417900	161	5.46724
417915	162	5.48816
417930	162	5.48816
417945	163	5.50916
417960	162	5.48816
417975	163	5.50916
417990	164	5.53024
418005	161	5.46724
418020	164	5.53024
418035	161	5.46724
418050	164	5.53024
418065	162	5.48816
418080	163	5.50916
418095	162	5.48816
418110	160	5.4464
418125	162	5.48816
418140	162	5.48816
418155	162	5.48816
418170	161	5.46724
418185	161	5.46724
418200	162	5.48816
418215	161	5.46724
418230	166	5.57264
418245	163	5.50916
418260	162	5.48816
418275	162	5.48816
418290	163	5.50916
418305	162	5.48816
418320	163	5.50916
418335	162	5.48816
418350	162	5.48816
418365	162	5.48816
418380	162	5.48816
418395	162	5.48816
418410	162	5.48816
418425	162	5.48816
418440	162	5.48816
418455	162	5.48816
418470	162	5.48816
418485	162	5.48816
418500	162	5.48816
418515	162	5.48816
418530	164	5.53024
418545	162	5.48816
418560	161	5.46724
418575	161	5.46724
418590	162	5.48816
418605	162	5.48816
418620	162	5.48816
418635	162	5.48816
418650	162	5.48816
418665	162	5.48816
418680	162	5.48816
418695	162	5.48816
418710	162	5.48816
418725	162	5.48816
418740	162	5.48816
418755	162	5.48816
418770	161	5.46724
418785	162	5.48816
418800	162	5.48816
418815	161	5.46724
418830	161	5.46724
418845	162	5.48816
418860	162	5.48816
418875	162	5.48816
418890	161	5.46724
418905	161	5.46724
418920	162	5.48816
418935	162	5.48816
418950	163	5.50916
418965	165	5.5514
418980	172	5.70176
418995	164	5.53024
419010	162	5.48816
419025	166	5.57264
419040	162	5.48816
419055	162	5.48816
419070	166	5.57264
419085	163	5.50916
419100	161	5.46724
419115	165	5.5514
419130	162	5.48816
419145	164	5.53024
419160	162	5.48816
419175	162	5.48816
419190	163	5.50916
419205	163	5.50916
419220	162	5.48816
419235	162	5.48816
419250	162	5.48816
419265	162	5.48816
419280	162	5.48816
419295	162	5.48816
419310	162	5.48816
419325	162	5.48816
419340	162	5.48816
419355	162	5.48816
419370	161	5.46724
419385	164	5.53024
419400	163	5.50916
419415	163	5.50916
419430	163	5.50916
419445	163	5.50916
419460	163	5.50916
419475	163	5.50916
419490	163	5.50916
419505	163	5.50916
419520	163	5.50916
419535	163	5.50916
419550	163	5.50916
419565	163	5.50916
419580	163	5.50916
419595	163	5.50916
419610	163	5.50916
419625	164	5.53024
419640	163	5.50916
419655	163	5.50916
419670	165	5.5514
419685	165	5.5514
419700	164	5.53024
419715	165	5.5514
419730	165	5.5514
419745	165	5.5514
419760	165	5.5514
419775	165	5.5514
419790	165	5.5514
419805	165	5.5514
419820	166	5.57264
419835	166	5.57264
419850	166	5.57264
419865	166	5.57264
419880	167	5.59396
419895	167	5.59396
419910	166	5.57264
419925	167	5.59396
419940	168	5.61536
419955	167	5.59396
419970	173	5.72356
419985	173	5.72356
420000	173	5.72356
420015	172	5.70176
420030	172	5.70176
420045	172	5.70176
420060	172	5.70176
420075	171	5.68004
420090	171	5.68004
420105	171	5.68004
420120	171	5.68004
420135	171	5.68004
420150	172	5.70176
420165	171	5.68004
420180	171	5.68004
420195	172	5.70176
420210	172	5.70176
420225	173	5.72356
420240	162	5.48816
420255	161	5.46724
420270	161	5.46724
420285	161	5.46724
420300	161	5.46724
420315	161	5.46724
420330	161	5.46724
420345	161	5.46724
420360	161	5.46724
420375	162	5.48816
420390	162	5.48816
420405	161	5.46724
420420	161	5.46724
420435	162	5.48816
420450	162	5.48816
420465	162	5.48816
420480	161	5.46724
420495	162	5.48816
420510	162	5.48816
420525	162	5.48816
420540	162	5.48816
420555	162	5.48816
420570	162	5.48816
420585	161	5.46724
420600	162	5.48816
420615	162	5.48816
420630	162	5.48816
420645	162	5.48816
420660	162	5.48816
420675	162	5.48816
420690	162	5.48816
420705	162	5.48816
420720	162	5.48816
420735	162	5.48816
420750	162	5.48816
420765	161	5.46724
420780	161	5.46724
420795	162	5.48816
420810	163	5.50916
420825	164	5.53024
420840	163	5.50916
420855	163	5.50916
420870	163	5.50916
420885	163	5.50916
420900	163	5.50916
420915	163	5.50916
420930	165	5.5514
420945	165	5.5514
420960	164	5.53024
420975	164	5.53024
420990	164	5.53024
421005	164	5.53024
421020	165	5.5514
421035	165	5.5514
421050	162	5.48816
421065	170	5.6584
421080	171	5.68004
421095	172	5.70176
421110	172	5.70176
421125	172	5.70176
421140	173	5.72356
421155	172	5.70176
421170	173	5.72356
421185	174	5.74544
421200	174	5.74544
421215	174	5.74544
421230	173	5.72356
421245	173	5.72356
421260	173	5.72356
421275	172	5.70176
421290	172	5.70176
421305	172	5.70176
421320	172	5.70176
421335	171	5.68004
421350	171	5.68004
421365	172	5.70176
421380	172	5.70176
421395	172	5.70176
421410	172	5.70176
421425	172	5.70176
421440	172	5.70176
421455	172	5.70176
421470	172	5.70176
421485	172	5.70176
421500	172	5.70176
421515	172	5.70176
421530	174	5.74544
421545	174	5.74544
421560	173	5.72356
421575	174	5.74544
421590	174	5.74544
421605	173	5.72356
421620	173	5.72356
421635	172	5.70176
421650	161	5.46724
421665	162	5.48816
421680	162	5.48816
421695	161	5.46724
421710	161	5.46724
421725	162	5.48816
421740	162	5.48816
421755	161	5.46724
421770	161	5.46724
421785	162	5.48816
421800	162	5.48816
421815	162	5.48816
421830	161	5.46724
421845	162	5.48816
421860	162	5.48816
421875	162	5.48816
421890	161	5.46724
421905	162	5.48816
421920	684	27.32864
421935	684	27.32864
421950	456	15.10784
421965	121	4.69604
421980	120	4.6784
421995	121	4.69604
422010	122	4.71376
422025	122	4.71376
422040	122	4.71376
422055	121	4.69604
422070	121	4.69604
422085	120	4.6784
422100	121	4.69604
422115	119	4.66084
422130	120	4.6784
422145	121	4.69604
422160	122	4.71376
422175	121	4.69604
422190	122	4.71376
422205	122	4.71376
422220	121	4.69604
422235	119	4.66084
422250	121	4.69604
422265	121	4.69604
422280	120	4.6784
422295	120	4.6784
422310	120	4.6784
422325	120	4.6784
422340	122	4.71376
422355	118	4.64336
422370	121	4.69604
422385	119	4.66084
422400	118	4.64336
422415	120	4.6784
422430	119	4.66084
422445	120	4.6784
422460	119	4.66084
422475	119	4.66084
422490	118	4.64336
422505	120	4.6784
422520	119	4.66084
422535	118	4.64336
422550	119	4.66084
422565	121	4.69604
422580	117	4.62596
422595	119	4.66084
422610	119	4.66084
422625	119	4.66084
422640	122	4.71376
422655	120	4.6784
422670	119	4.66084
422685	117	4.62596
422700	119	4.66084
422715	119	4.66084
422730	118	4.64336
422745	117	4.62596
422760	116	4.60864
422775	119	4.66084
422790	118	4.64336
422805	119	4.66084
422820	117	4.62596
422835	118	4.64336
422850	116	4.60864
422865	117	4.62596
422880	118	4.64336
422895	119	4.66084
422910	117	4.62596
422925	120	4.6784
422940	119	4.66084
422955	118	4.64336
422970	119	4.66084
422985	117	4.62596
423000	118	4.64336
423015	116	4.60864
423030	117	4.62596
423045	117	4.62596
423060	116	4.60864
423075	116	4.60864
423090	117	4.62596
423105	117	4.62596
423120	117	4.62596
423135	118	4.64336
423150	117	4.62596
423165	119	4.66084
423180	121	4.69604
423195	121	4.69604
423210	122	4.71376
423225	121	4.69604
423240	123	4.73156
423255	122	4.71376
423270	120	4.6784
423285	119	4.66084
423300	119	4.66084
423315	118	4.64336
423330	115	4.5914
423345	115	4.5914
423360	118	4.64336
423375	117	4.62596
423390	115	4.5914
423405	115	4.5914
423420	117	4.62596
423435	116	4.60864
423450	116	4.60864
423465	116	4.60864
423480	115	4.5914
423495	116	4.60864
423510	115	4.5914
423525	116	4.60864
423540	114	4.57424
423555	114	4.57424
423570	115	4.5914
423585	113	4.55716
423600	117	4.62596
423615	116	4.60864
423630	117	4.62596
423645	115	4.5914
423660	117	4.62596
423675	115	4.5914
423690	116	4.60864
423705	117	4.62596
423720	115	4.5914
423735	113	4.55716
423750	116	4.60864
423765	116	4.60864
423780	116	4.60864
423795	115	4.5914
423810	115	4.5914
423825	115	4.5914
423840	115	4.5914
423855	115	4.5914
423870	117	4.62596
423885	115	4.5914
423900	119	4.66084
423915	120	4.6784
423930	120	4.6784
423945	123	4.73156
423960	122	4.71376
423975	123	4.73156
423990	126	4.78544
424005	125	4.7674
424020	125	4.7674
424035	126	4.78544
424050	124	4.74944
424065	125	4.7674
424080	122	4.71376
424095	125	4.7674
424110	123	4.73156
424125	123	4.73156
424140	122	4.71376
424155	123	4.73156
424170	123	4.73156
424185	122	4.71376
424200	124	4.74944
424215	121	4.69604
424230	121	4.69604
424245	121	4.69604
424260	120	4.6784
424275	122	4.71376
424290	121	4.69604
424305	122	4.71376
424320	123	4.73156
424335	121	4.69604
424350	121	4.69604
424365	121	4.69604
424380	119	4.66084
424395	117	4.62596
424410	120	4.6784
424425	119	4.66084
424440	121	4.69604
424455	118	4.64336
424470	117	4.62596
424485	117	4.62596
424500	118	4.64336
424515	120	4.6784
424530	116	4.60864
424545	120	4.6784
424560	109	4.48964
424575	107	4.45636
424590	109	4.48964
424605	110	4.5064
424620	112	4.54016
424635	115	4.5914
424650	114	4.57424
424665	119	4.66084
424680	120	4.6784
424695	118	4.64336
424710	117	4.62596
424725	116	4.60864
424740	113	4.55716
424755	117	4.62596
424770	115	4.5914
424785	113	4.55716
424800	114	4.57424
424815	112	4.54016
424830	113	4.55716
424845	111	4.52324
424860	110	4.5064
424875	111	4.52324
424890	111	4.52324
424905	112	4.54016
424920	112	4.54016
424935	110	4.5064
424950	111	4.52324
424965	110	4.5064
424980	112	4.54016
424995	110	4.5064
425010	111	4.52324
425025	113	4.55716
425040	112	4.54016
425055	113	4.55716
425070	113	4.55716
425085	114	4.57424
425100	117	4.62596
425115	117	4.62596
425130	115	4.5914
425145	116	4.60864
425160	114	4.57424
425175	117	4.62596
425190	114	4.57424
425205	117	4.62596
425220	116	4.60864
425235	112	4.54016
425250	117	4.62596
425265	114	4.57424
425280	112	4.54016
425295	115	4.5914
425310	113	4.55716
425325	112	4.54016
425340	114	4.57424
425355	112	4.54016
425370	117	4.62596
425385	117	4.62596
425400	116	4.60864
425415	116	4.60864
425430	116	4.60864
425445	118	4.64336
425460	119	4.66084
425475	121	4.69604
425490	119	4.66084
425505	117	4.62596
425520	118	4.64336
425535	117	4.62596
425550	118	4.64336
425565	118	4.64336
425580	116	4.60864
425595	116	4.60864
425610	117	4.62596
425625	118	4.64336
425640	117	4.62596
425655	117	4.62596
425670	116	4.60864
425685	113	4.55716
425700	114	4.57424
425715	111	4.52324
425730	113	4.55716
425745	116	4.60864
425760	114	4.57424
425775	111	4.52324
425790	113	4.55716
425805	113	4.55716
425820	115	4.5914
425835	112	4.54016
425850	111	4.52324
425865	113	4.55716
425880	112	4.54016
425895	111	4.52324
425910	111	4.52324
425925	111	4.52324
425940	111	4.52324
425955	112	4.54016
425970	112	4.54016
425985	115	4.5914
426000	103	4.39076
426015	104	4.40704
426030	105	4.4234
426045	107	4.45636
426060	105	4.4234
426075	108	4.47296
426090	110	4.5064
426105	113	4.55716
426120	113	4.55716
426135	115	4.5914
426150	114	4.57424
426165	114	4.57424
426180	114	4.57424
426195	115	4.5914
426210	113	4.55716
426225	117	4.62596
426240	118	4.64336
426255	118	4.64336
426270	114	4.57424
426285	114	4.57424
426300	113	4.55716
426315	113	4.55716
426330	112	4.54016
426345	110	4.5064
426360	109	4.48964
426375	109	4.48964
426390	108	4.47296
426405	109	4.48964
426420	109	4.48964
426435	110	4.5064
426450	109	4.48964
426465	110	4.5064
426480	109	4.48964
426495	109	4.48964
426510	110	4.5064
426525	111	4.52324
426540	111	4.52324
426555	114	4.57424
426570	111	4.52324
426585	111	4.52324
426600	110	4.5064
426615	112	4.54016
426630	111	4.52324
426645	111	4.52324
426660	112	4.54016
426675	111	4.52324
426690	110	4.5064
426705	111	4.52324
426720	111	4.52324
426735	111	4.52324
426750	110	4.5064
426765	111	4.52324
426780	113	4.55716
426795	108	4.47296
426810	107	4.45636
426825	108	4.47296
426840	107	4.45636
426855	107	4.45636
426870	105	4.4234
426885	107	4.45636
426900	106	4.43984
426915	104	4.40704
426930	105	4.4234
426945	102	4.37456
426960	104	4.40704
426975	104	4.40704
